Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,oranization country,org:group,org:role,organization country,organization involved,product,resource country
1-439833168,Accepted-Wait,Per,2011/01/14 14:54:33.000,Variant 6,6,Accepted,Low,Wait,se,Org line G4,,,,PROD374,Sweden
1-439833168,Completed-Closed,Per,2012/02/29 15:27:57.000,Variant 6,6,Completed,Low,Closed,se,Org line G4,,,,PROD374,Sweden
1-441507371,Accepted-In Progress,Ing-Marie,2011/01/18 10:35:34.000,Variant 5,5,Accepted,Medium,In Progress,se,Org line G4,,,,PROD821,Sweden
1-441507371,Queued-Awaiting Assignment,Ing-Marie,2011/01/18 10:46:33.000,Variant 5,5,Queued,Medium,Awaiting Assignment,se,Org line G4,,,,PROD821,Sweden
1-443175071,Accepted-In Progress,Katarina,2011/01/20 17:18:05.000,Variant 6,6,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-443175071,Accepted-Wait,Katarina,2011/03/21 17:30:18.000,Variant 6,6,Accepted,Medium,Wait,se,Org line G4,,,,PROD374,Sweden
1-443175071,Completed-Closed,Katarina,2012/03/19 08:18:42.000,Variant 6,6,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-473084325,Queued-Awaiting Assignment,Martin,2011/02/03 10:33:47.000,Variant 75,75,Queued,Medium,Awaiting Assignment,se,Org line C,C_6,,,PROD154,Sweden
1-473084325,Queued-Awaiting Assignment,Olivier,2011/09/13 17:53:00.000,Variant 75,75,Queued,Medium,Awaiting Assignment,se,Org line C,C_6,,,PROD154,France
1-473084325,Queued-Awaiting Assignment,Olivier,2011/09/16 12:27:06.000,Variant 75,75,Queued,Medium,Awaiting Assignment,se,Org line C,C_6,,,PROD154,France
1-473084325,Queued-Awaiting Assignment,Britt,2012/02/02 16:48:22.000,Variant 75,75,Queued,Medium,Awaiting Assignment,se,Org line A2,A2_1,,,PROD154,Sweden
1-473084325,Accepted-In Progress,Britt,2012/02/06 10:26:00.000,Variant 75,75,Accepted,Medium,In Progress,se,Org line A2,A2_1,,,PROD154,Sweden
1-473084325,Accepted-Wait,Britt,2012/02/06 12:32:58.000,Variant 75,75,Accepted,Medium,Wait,se,Org line A2,A2_1,,,PROD154,Sweden
1-473084325,Completed-Closed,Britt,2012/03/14 13:52:06.000,Variant 75,75,Completed,Medium,Closed,se,Org line A2,A2_1,,,PROD154,Sweden
1-479002951,Accepted-In Progress,Per,2011/02/04 14:21:41.000,Variant 6,6,Accepted,High,In Progress,se,Org line G4,,,,PROD374,Sweden
1-479002951,Accepted-Wait,Per,2011/03/13 13:11:06.000,Variant 6,6,Accepted,High,Wait,se,Org line G4,,,,PROD374,Sweden
1-479002951,Completed-Closed,Per,2012/02/29 14:27:21.000,Variant 6,6,Completed,High,Closed,se,Org line G4,,,,PROD374,Sweden
1-489198755,Accepted-In Progress,Katarina,2011/02/08 16:10:53.000,Variant 6,6,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-489198755,Accepted-Wait,Katarina,2011/03/21 17:26:55.000,Variant 6,6,Accepted,Medium,Wait,se,Org line G4,,,,PROD374,Sweden
1-489198755,Completed-Closed,Katarina,2012/02/14 16:45:26.000,Variant 6,6,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-498324124,Accepted-In Progress,Michal,2011/02/16 16:40:03.000,Variant 29,29,Accepted,Low,In Progress,pl,Org line A2,A2_3,,,PROD791,POLAND
1-498324124,Accepted-Assigned,Michal,2011/02/17 12:13:53.000,Variant 29,29,Accepted,Low,Assigned,pl,Org line A2,A2_3,,,PROD791,POLAND
1-498324124,Accepted-Assigned,Michal,2011/04/19 14:41:04.000,Variant 29,29,Accepted,Low,Assigned,pl,Org line A2,A2_3,,,PROD791,POLAND
1-502769178,Accepted-In Progress,Joakim,2011/02/23 17:45:04.000,Variant 76,76,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-502769178,Accepted-In Progress,Joakim,2011/02/23 17:52:29.000,Variant 76,76,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-502769178,Accepted-Wait,Joakim,2011/05/04 10:05:50.000,Variant 76,76,Accepted,Medium,Wait,se,Org line G4,,,,PROD374,Sweden
1-502769178,Queued-Awaiting Assignment,Joakim,2011/09/05 10:10:57.000,Variant 76,76,Queued,Medium,Awaiting Assignment,se,Org line G4,,,,PROD374,Sweden
1-506092586,Accepted-In Progress,Per,2011/03/07 12:36:20.000,Variant 1,1,Accepted,High,In Progress,se,Org line G4,,,,PROD374,Sweden
1-506092586,Completed-Closed,Per,2012/01/26 11:25:15.000,Variant 1,1,Completed,High,Closed,se,Org line G4,,,,PROD374,Sweden
1-384097130,Accepted-Assigned,Jonas,2011/03/10 16:02:06.000,Variant 66,66,Accepted,Medium,Assigned,se,Org line C,C_6,,,PROD660,Sweden
1-384097130,Accepted-In Progress,Jonas,2011/03/29 10:44:20.000,Variant 66,66,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD660,Sweden
1-384097130,Accepted-Wait,Jonas,2011/04/13 15:23:07.000,Variant 66,66,Accepted,Medium,Wait,se,Org line C,C_6,,,PROD660,Sweden
1-507679771,Accepted-In Progress,Katarina,2011/03/14 15:04:30.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-507679771,Completed-Closed,Katarina,2012/02/01 16:12:52.000,Variant 1,1,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-510399424,Accepted-In Progress,Timothy,2011/03/25 13:21:36.000,Variant 1,1,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-510399424,Completed-Closed,Timothy,2012/02/15 11:41:23.000,Variant 1,1,Completed,Medium,Closed,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-512617571,Accepted-In Progress,Ian,2011/04/04 12:48:35.000,Variant 77,77,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-512617571,Accepted-Assigned,Ian,2011/04/04 12:49:23.000,Variant 77,77,Accepted,High,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-512617571,Accepted-Assigned,Andrew,2011/08/18 14:05:34.000,Variant 77,77,Accepted,High,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-512617571,Accepted-In Progress,Andrew,2011/08/19 16:27:15.000,Variant 77,77,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-512617571,Accepted-Wait,Andrew,2011/11/01 14:29:18.000,Variant 77,77,Accepted,High,Wait,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-512617571,Completed-Closed,Andrew,2012/02/15 12:12:58.000,Variant 77,77,Completed,High,Closed,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-513031774,Accepted-In Progress,Roland,2011/04/05 08:39:04.000,Variant 1,1,Accepted,Low,In Progress,se,Org line G4,,,,PROD448,Sweden
1-513031774,Completed-Closed,Roland,2012/03/13 15:47:40.000,Variant 1,1,Completed,Low,Closed,se,Org line G4,,,,PROD448,Sweden
1-514618724,Accepted-In Progress,Mikael,2011/04/08 11:57:43.000,Variant 16,16,Accepted,High,In Progress,se,Org line C,E_6,,,PROD98,Sweden
1-514618724,Accepted-Wait,Mikael,2011/04/11 10:18:36.000,Variant 16,16,Accepted,High,Wait,se,Org line C,E_6,,,PROD98,Sweden
1-514618724,Accepted-In Progress,Mikael,2012/02/21 10:22:27.000,Variant 16,16,Accepted,High,In Progress,se,Org line C,E_6,,,PROD98,Sweden
1-514618724,Completed-Closed,Mikael,2012/02/21 10:31:26.000,Variant 16,16,Completed,High,Closed,se,Org line C,E_6,,,PROD98,Sweden
1-515461174,Accepted-In Progress,Roland,2011/04/11 15:56:28.000,Variant 30,30,Accepted,Low,In Progress,se,Org line G4,,,,PROD374,Sweden
1-515461174,Accepted-Assigned,Roland,2011/12/13 10:21:26.000,Variant 30,30,Accepted,Low,Assigned,se,Org line G4,,,,PROD374,Sweden
1-515461174,Accepted-Wait,Roland,2012/02/08 22:09:00.000,Variant 30,30,Accepted,Low,Wait,se,Org line G4,,,,PROD374,Sweden
1-515461174,Completed-Closed,Roland,2012/03/26 09:27:45.000,Variant 30,30,Completed,Low,Closed,se,Org line G4,,,,PROD374,Sweden
1-520127960,Accepted-In Progress,Per,2011/04/25 06:46:33.000,Variant 19,19,Accepted,High,In Progress,se,Org line G4,,,,PROD374,Sweden
1-520127960,Accepted-Assigned,Per,2011/04/25 06:48:34.000,Variant 19,19,Accepted,High,Assigned,se,Org line G4,,,,PROD374,Sweden
1-520127960,Completed-Closed,Per,2012/01/26 11:31:40.000,Variant 19,19,Completed,High,Closed,se,Org line G4,,,,PROD374,Sweden
1-520705880,Accepted-In Progress,Tomas,2011/04/26 17:44:41.000,Variant 6,6,Accepted,High,In Progress,cn,Org line A2,A2_2,,,PROD753,Sweden
1-520705880,Accepted-Wait,Tomas,2011/11/15 12:56:41.000,Variant 6,6,Accepted,High,Wait,cn,Org line A2,A2_2,,,PROD753,Sweden
1-520705880,Completed-Closed,Tomas,2012/05/29 10:18:46.000,Variant 6,6,Completed,High,Closed,cn,Org line A2,A2_2,,,PROD753,Sweden
1-522222222,Accepted-In Progress,Erik,2011/05/02 09:45:31.000,Variant 1,1,Accepted,Low,In Progress,se,Org line G4,,,,PROD108,Sweden
1-522222222,Completed-Closed,Erik,2012/02/27 14:31:45.000,Variant 1,1,Completed,Low,Closed,se,Org line G4,,,,PROD108,Sweden
1-522460624,Accepted-In Progress,Jonas,2011/05/03 07:29:33.000,Variant 5,5,Accepted,Major,In Progress,in,Org line C,E_8,,,PROD436,Sweden
1-522460624,Queued-Awaiting Assignment,Jonas,2011/05/03 07:31:51.000,Variant 5,5,Queued,Major,Awaiting Assignment,in,Org line C,E_8,,,PROD436,Sweden
1-522949376,Accepted-In Progress,Arun,2011/05/04 11:53:03.000,Variant 5,5,Accepted,Medium,In Progress,se,Org line A2,A2_4,,,PROD67,INDIA
1-522949376,Queued-Awaiting Assignment,Arun,2011/05/18 15:42:40.000,Variant 5,5,Queued,Medium,Awaiting Assignment,se,Org line A2,A2_4,,,PROD67,INDIA
1-525589021,Accepted-In Progress,Katarina,2011/05/13 17:23:13.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-525589021,Completed-Closed,Katarina,2012/02/01 16:40:02.000,Variant 1,1,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-526037041,Accepted-In Progress,Katarina,2011/05/16 15:09:56.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-526037041,Completed-Closed,Katarina,2012/02/01 16:50:06.000,Variant 1,1,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-527208576,Accepted-In Progress,Roland,2011/05/19 23:28:42.000,Variant 6,6,Accepted,Low,In Progress,se,Org line G4,,,,PROD374,Sweden
1-527208576,Accepted-Wait,Roland,2011/10/27 13:59:32.000,Variant 6,6,Accepted,Low,Wait,se,Org line G4,,,,PROD374,Sweden
1-527208576,Completed-Closed,Roland,2012/02/08 22:43:06.000,Variant 6,6,Completed,Low,Closed,se,Org line G4,,,,PROD374,Sweden
1-531872604,Accepted-In Progress,Jonas,2011/06/07 23:21:06.000,Variant 38,38,Accepted,Medium,In Progress,in,Org line C,E_8,,,PROD756,Sweden
1-531872604,Accepted-Wait,Jonas,2011/06/08 13:12:31.000,Variant 38,38,Accepted,Medium,Wait,in,Org line C,E_8,,,PROD756,Sweden
1-531872604,Queued-Awaiting Assignment,Jonas,2011/06/30 10:19:59.000,Variant 38,38,Queued,Medium,Awaiting Assignment,in,Org line C,E_8,,,PROD756,Sweden
1-534493180,Accepted-In Progress,Ian,2011/06/17 09:24:42.000,Variant 3,3,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-534493180,Accepted-Assigned,Ian,2011/06/17 09:25:34.000,Variant 3,3,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-406066421,Accepted-In Progress,Kenneth,2011/06/17 11:16:19.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD660,Sweden
1-406066421,Completed-Closed,Kenneth,2012/01/04 12:33:27.000,Variant 1,1,Completed,Medium,Closed,se,Org line C,C_6,,,PROD660,Sweden
1-535439201,Accepted-In Progress,Lars,2011/06/21 11:23:47.000,Variant 6,6,Accepted,Medium,In Progress,se,Org line C,E_3,,,PROD714,Sweden
1-535439201,Accepted-Wait,Lars,2011/06/21 11:44:50.000,Variant 6,6,Accepted,Medium,Wait,se,Org line C,E_3,,,PROD714,Sweden
1-535439201,Completed-Closed,Lars,2012/03/02 09:16:48.000,Variant 6,6,Completed,Medium,Closed,se,Org line C,E_3,,,PROD714,Sweden
1-535418135,Accepted-In Progress,Michal,2011/06/21 12:01:27.000,Variant 79,79,Accepted,Medium,In Progress,pl,Org line A2,A2_1,,,PROD791,POLAND
1-535418135,Accepted-Wait,Michal,2011/07/28 14:22:47.000,Variant 79,79,Accepted,Medium,Wait,pl,Org line A2,A2_1,,,PROD791,POLAND
1-535418135,Accepted-Wait,Michal,2011/07/28 14:24:26.000,Variant 79,79,Accepted,Medium,Wait,pl,Org line A2,A2_1,,,PROD791,POLAND
1-535418135,Accepted-In Progress,Michal,2012/01/19 15:23:31.000,Variant 79,79,Accepted,Medium,In Progress,pl,Org line A2,A2_1,,,PROD791,POLAND
1-535418135,Completed-Closed,Michal,2012/01/19 15:25:35.000,Variant 79,79,Completed,Medium,Closed,pl,Org line A2,A2_1,,,PROD791,POLAND
1-539000895,Accepted-In Progress,Jonas,2011/07/05 11:24:39.000,Variant 1,1,Accepted,High,In Progress,in,Org line C,E_8,,,PROD473,Sweden
1-539000895,Completed-Closed,Jonas,2012/05/15 15:57:12.000,Variant 1,1,Completed,High,Closed,in,Org line C,E_8,,,PROD473,Sweden
1-539083171,Accepted-In Progress,Katarina,2011/07/05 14:33:46.000,Variant 19,19,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-539083171,Accepted-Assigned,Katarina,2012/02/15 17:33:28.000,Variant 19,19,Accepted,Medium,Assigned,se,Org line G4,,,,PROD374,Sweden
1-539083171,Completed-Closed,Katarina,2012/05/23 18:00:04.000,Variant 19,19,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-539805130,Accepted-In Progress,Andrew,2011/07/07 15:45:46.000,Variant 6,6,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-539805130,Accepted-Wait,Andrew,2011/11/01 17:28:16.000,Variant 6,6,Accepted,Medium,Wait,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-539805130,Completed-Closed,Andrew,2012/02/15 12:13:43.000,Variant 6,6,Completed,Medium,Closed,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-537169872,Accepted-Assigned,Daniel,2011/07/12 15:28:19.000,Variant 80,80,Accepted,Major,Assigned,se,Org line C,E_6,,,PROD374,Sweden
1-537169872,Queued-Awaiting Assignment,Joakim,2011/09/05 10:14:45.000,Variant 80,80,Queued,Major,Awaiting Assignment,se,Org line G4,,,,PROD374,Sweden
1-542027112,Accepted-In Progress,Ian,2011/07/18 15:45:13.000,Variant 36,36,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-542027112,Accepted-In Progress,Ian,2011/07/18 15:48:49.000,Variant 36,36,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-542027112,Accepted-Assigned,Ian,2011/07/18 15:55:27.000,Variant 36,36,Accepted,High,Assigned,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-542027112,Accepted-In Progress,Ian,2011/09/09 13:17:31.000,Variant 36,36,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-542919207,Accepted-In Progress,Cyril,2011/07/22 09:56:05.000,Variant 5,5,Accepted,Medium,In Progress,fr,Org line C,E_6,,,PROD802,France
1-542919207,Queued-Awaiting Assignment,Cyril,2011/07/22 10:03:11.000,Variant 5,5,Queued,Medium,Awaiting Assignment,fr,Org line C,E_6,,,PROD802,France
1-542940765,Accepted-In Progress,Fredrik,2011/07/22 11:23:23.000,Variant 81,81,Accepted,Low,In Progress,us,Org line A2,A2_4,,,PROD546,USA
1-542940765,Accepted-In Progress,Fredrik,2011/10/05 22:40:23.000,Variant 81,81,Accepted,Low,In Progress,us,Org line A2,A2_4,,,PROD546,USA
1-542940765,Queued-Awaiting Assignment,Fredrik,2011/10/05 22:40:40.000,Variant 81,81,Queued,Low,Awaiting Assignment,us,Org line A2,A2_4,,,PROD546,USA
1-542940765,Accepted-In Progress,Fredrik,2012/02/21 14:43:18.000,Variant 81,81,Accepted,Low,In Progress,us,Org line A2,A2_4,,,PROD546,USA
1-542940765,Queued-Awaiting Assignment,Fredrik,2012/02/21 14:44:28.000,Variant 81,81,Queued,Low,Awaiting Assignment,us,Org line A2,A2_4,,,PROD546,USA
1-542940765,Accepted-In Progress,Fredrik,2012/02/22 16:01:36.000,Variant 81,81,Accepted,Low,In Progress,us,Org line A2,A2_4,,,PROD546,USA
1-542940765,Completed-Closed,Fredrik,2012/02/22 16:08:59.000,Variant 81,81,Completed,Low,Closed,us,Org line A2,A2_4,,,PROD546,USA
1-543300099,Accepted-In Progress,Ian,2011/07/25 13:47:13.000,Variant 17,17,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-543300099,Accepted-Assigned,Ian,2011/07/25 16:39:06.000,Variant 17,17,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-543300099,Accepted-In Progress,Ian,2011/09/09 13:17:02.000,Variant 17,17,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-545738536,Accepted-In Progress,Tomas,2011/08/08 08:08:01.000,Variant 17,17,Accepted,Low,In Progress,cn,Org line A2,A2_2,,,PROD753,Sweden
1-545738536,Accepted-Assigned,Tomas,2011/08/08 08:12:59.000,Variant 17,17,Accepted,Low,Assigned,cn,Org line A2,A2_2,,,PROD753,Sweden
1-545738536,Accepted-In Progress,Tomas,2011/09/01 23:51:36.000,Variant 17,17,Accepted,Low,In Progress,cn,Org line A2,A2_2,,,PROD753,Sweden
1-546838031,Queued-Awaiting Assignment,Tomas,2011/08/09 20:46:45.000,Variant 82,82,Queued,Medium,Awaiting Assignment,se,Org line C,C_6,,,PROD253,Sweden
1-546838031,Queued-Awaiting Assignment,Tomas,2011/08/11 19:51:34.000,Variant 82,82,Queued,Medium,Awaiting Assignment,se,Org line C,C_6,,,PROD253,Sweden
1-546838031,Accepted-In Progress,Tomas,2011/10/20 14:52:40.000,Variant 82,82,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD253,Sweden
1-546838031,Accepted-Wait,Tomas,2011/10/20 14:54:16.000,Variant 82,82,Accepted,Medium,Wait,se,Org line C,C_6,,,PROD253,Sweden
1-546838031,Completed-Closed,Tomas,2012/04/24 13:58:43.000,Variant 82,82,Completed,Medium,Closed,se,Org line C,C_6,,,PROD253,Sweden
1-547617088,Accepted-In Progress,Ian,2011/08/10 13:47:08.000,Variant 83,83,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-547617088,Accepted-Assigned,Ian,2011/08/10 14:04:12.000,Variant 83,83,Accepted,High,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-547617088,Accepted-Assigned,Andrew,2011/08/23 11:28:02.000,Variant 83,83,Accepted,High,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-547617088,Accepted-Wait,Andrew,2011/08/23 11:29:30.000,Variant 83,83,Accepted,High,Wait,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-547617088,Completed-Closed,Andrew,2012/02/15 12:14:44.000,Variant 83,83,Completed,High,Closed,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-549431982,Accepted-In Progress,Craig,2011/08/13 17:56:32.000,Variant 5,5,Accepted,Low,In Progress,se,Org line F,,,,PROD153,Sweden
1-549431982,Queued-Awaiting Assignment,Craig,2011/08/13 18:00:02.000,Variant 5,5,Queued,Low,Awaiting Assignment,se,Org line F,,,,PROD153,Sweden
1-545911672,Queued-Awaiting Assignment,Fredrik,2011/08/15 10:08:23.000,Variant 13,13,Queued,High,Awaiting Assignment,se,Org line G4,,,,PROD108,Sweden
1-545911672,Accepted-In Progress,Mattias,2012/01/24 11:52:59.000,Variant 13,13,Accepted,High,In Progress,se,Org line G4,,,,PROD108,Sweden
1-545911672,Completed-Closed,Mattias,2012/01/24 11:58:41.000,Variant 13,13,Completed,High,Closed,se,Org line G4,,,,PROD108,Sweden
1-550611848,Accepted-In Progress,Bharath,2011/08/16 16:45:30.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line G4,,,,PROD397,Sweden
1-550611848,Completed-Closed,Bharath,2012/05/04 11:56:48.000,Variant 1,1,Completed,Medium,Closed,se,Org line G4,,,,PROD397,Sweden
1-560404489,Accepted-In Progress,Praveen,2011/08/23 06:23:57.000,Variant 84,84,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-560404489,Queued-Awaiting Assignment,Praveen,2011/08/23 06:29:58.000,Variant 84,84,Queued,High,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-560404489,Queued-Awaiting Assignment,Martin,2011/08/23 08:53:33.000,Variant 84,84,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-560404489,Accepted-In Progress,Steve,2011/08/23 11:17:21.000,Variant 84,84,Accepted,High,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-560404489,Accepted-Wait,Steve,2011/08/23 14:19:04.000,Variant 84,84,Accepted,High,Wait,se,Org line C,C_6,,,PROD802,Sweden
1-560404489,Accepted-In Progress,Per,2011/12/15 13:51:36.000,Variant 84,84,Accepted,High,In Progress,se,Org line C,E_6,,,PROD802,Sweden
1-560404489,Accepted-In Progress,Mikael,2011/12/15 17:13:32.000,Variant 84,84,Accepted,High,In Progress,se,Org line C,V3_3,,,PROD802,Sweden
1-560404489,Queued-Awaiting Assignment,Mikael,2011/12/16 10:22:44.000,Variant 84,84,Queued,High,Awaiting Assignment,se,Org line C,V3_3,,,PROD802,Sweden
1-367921041,Queued-Awaiting Assignment,Srinivasan,2011/08/24 21:27:17.000,Variant 63,63,Queued,Medium,Awaiting Assignment,in,Org line B,E_10,,,PROD262,INDIA
1-367921041,Accepted-In Progress,Aneesh V,2011/08/29 04:54:38.000,Variant 63,63,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD262,INDIA
1-367921041,Accepted-Assigned,Rijin,2011/08/29 04:55:29.000,Variant 63,63,Accepted,Medium,Assigned,in,Org line B,E_10,,,PROD262,INDIA
1-367921041,Accepted-In Progress,Rijin,2011/08/29 14:48:47.000,Variant 63,63,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD262,INDIA
1-367921041,Accepted-Assigned,Aneesh V,2011/11/11 15:57:44.000,Variant 63,63,Accepted,Medium,Assigned,in,Org line B,E_10,,,PROD262,INDIA
1-367921041,Accepted-Wait,Aneesh V,2011/11/21 08:27:41.000,Variant 63,63,Accepted,Medium,Wait,in,Org line B,E_10,,,PROD262,INDIA
1-367921041,Accepted-In Progress,Aneesh V,2012/02/29 17:54:59.000,Variant 63,63,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD262,INDIA
1-367921041,Completed-Closed,Aneesh V,2012/02/29 17:56:23.000,Variant 63,63,Completed,Medium,Closed,in,Org line B,E_10,,,PROD262,INDIA
1-563779807,Accepted-In Progress,Ian,2011/08/29 18:33:51.000,Variant 28,28,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-563779807,Accepted-Assigned,Ian,2011/08/29 18:38:53.000,Variant 28,28,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-563779807,Accepted-In Progress,Ian,2011/09/09 13:16:42.000,Variant 28,28,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-563779807,Accepted-Wait,Ian,2011/09/21 11:38:15.000,Variant 28,28,Accepted,Medium,Wait,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-564738994,Accepted-In Progress,Murali,2011/08/31 06:45:43.000,Variant 16,16,Accepted,High,In Progress,in,Org line B,E_10,,,PROD209,INDIA
1-564738994,Accepted-Wait,Murali,2011/08/31 06:46:56.000,Variant 16,16,Accepted,High,Wait,in,Org line B,E_10,,,PROD209,INDIA
1-564738994,Accepted-In Progress,Murali,2012/01/04 12:02:10.000,Variant 16,16,Accepted,High,In Progress,in,Org line B,E_10,,,PROD209,INDIA
1-564738994,Completed-Closed,Murali,2012/03/04 09:50:51.000,Variant 16,16,Completed,High,Closed,in,Org line B,E_10,,,PROD209,INDIA
